name,serving_size,calories,total_fat,saturated_fat,cholesterol_mg,carbohydrate,fiber,sugars,keywords
"Fish, raw, mahimahi",100,85,0.7,0.2,73,0.00,0.0,0,"['Fish', 'Raw', 'Mahimahi']"
"Fish, raw, bluefish",100,124,4.2,0.9,59,0.00,0.0,0,"['Fish', 'Raw', 'Bluefish']"
"Spices, fennel seed",100,345,15,0.5,0,52.29,39.8,0,"['Spices', 'Fennel Seed']"
"Potatoes, skin, raw",100,58,0.1,0,0,12.44,2.5,0,"['Potatoes', 'Skin', 'Raw']"
"Pepper, raw, banana",100,27,0.5,0,0,5.35,3.4,1.95,"['Pepper', 'Raw', 'Banana']"
"Drumstick pods, raw",100,37,0.2,0,0,8.53,3.2,0,"['Drumstick Pods', 'Raw']"
"Toppings, pineapple",100,253,0.1,0,0,66.40,0.4,21.01,"['Toppings', 'Pineapple']"
Acorn stew (Apache),100,95,3.5,1.3,20,9.22,0.7,0.34,['Acorn Stew (Apache)']
"Tomatoes, sun-dried",100,258,3,0.4,0,55.76,12.3,37.59,"['Tomatoes', 'Sun-Dried']"
"Guava sauce, cooked",100,36,0.1,0,0,9.48,3.6,5.88,"['Guava Sauce', 'Cooked']"
"Pumpkin leaves, raw",100,19,0.4,0.2,0,2.33,0,0,"['Pumpkin Leaves', 'Raw']"
"Melons, raw, casaba",100,28,0.1,0,0,6.58,0.9,5.69,"['Melons', 'Raw', 'Casaba']"
"Melon balls, frozen",100,33,0.3,0.1,0,7.94,0.7,0,"['Melon Balls', 'Frozen']"
"Fish oil, cod liver",100,902,100,23,570,0.00,0.0,0,"['Fish Oil', 'Cod Liver']"
"Nuts, dried, acorns",100,509,31,4.1,0,53.66,0,0,"['Nuts', 'Dried', 'Acorns']"
"Rolls, pumpernickel",100,276,2.8,0.5,0,51.87,5.4,0.40,"['Rolls', 'Pumpernickel']"
"Gravy, dry, chicken",100,381,9.7,2.9,19,62.09,0,0,"['Gravy', 'Dry', 'Chicken']"
"Fish, raw, tilefish",100,96,2.3,0.4,50,0.00,0.0,0,"['Fish', 'Raw', 'Tilefish']"
"Ice creams, vanilla",100,207,11,6.8,44,23.60,0.7,21.22,"['Ice Creams', 'Vanilla']"
"SILK Plain, soymilk",100,41,1.7,0.2,0,3.29,0.4,2.47,"['Silk Plain', 'Soymilk']"
"Cabbage, raw, savoy",100,27,0.1,0,0,6.10,3.1,2.27,"['Cabbage', 'Raw', 'Savoy']"
"Fish, raw, tilapia",100,96,1.7,0.6,50,0.00,0.0,0.00,"['Fish', 'Raw', 'Tilapia']"
"Broccoli raab, raw",100,22,0.5,0.1,0,2.85,2.7,0.38,"['Broccoli Raab', 'Raw']"
"Corn grain, yellow",100,365,4.7,0.7,0,74.26,7.3,0.64,"['Corn Grain', 'Yellow']"
"Turtle, raw, green",100,89,0.5,0.1,50,0.00,0.0,0.00,"['Turtle', 'Raw', 'Green']"
"Chicory roots, raw",100,72,0.2,0,0,17.51,1.5,8.73,"['Chicory Roots', 'Raw']"
Ice cream sandwich,100,237,8.6,2.3,21,37.14,0.0,18.57,['Ice Cream Sandwich']
"Croutons, seasoned",100,465,18,5.2,7,63.50,5.0,4.41,"['Croutons', 'Seasoned']"
"Snacks, taro chips",100,498,25,6.4,0,68.10,7.2,3.82,"['Snacks', 'Taro Chips']"
"Prickly pears, raw",100,41,0.5,0.1,0,9.57,3.6,0,"['Prickly Pears', 'Raw']"
"Fish, raw, haddock",100,74,0.5,0.1,54,0.00,0.0,0.00,"['Fish', 'Raw', 'Haddock']"
"Liver cheese, pork",100,304,26,9,174,2.10,0.0,0,"['Liver Cheese', 'Pork']"
"Ground turkey, raw",100,148,7.7,2,69,0.00,0.0,0.00,"['Ground Turkey', 'Raw']"
Jams and preserves,100,278,0.1,0,0,68.86,1.1,48.50,['Jams And Preserves']
"Carrots, raw, baby",100,35,0.1,0,0,8.24,2.9,4.76,"['Carrots', 'Raw', 'Baby']"
"Oil, nutmeg butter",100,884,100,90,0,0.00,0.0,0.00,"['Oil', 'Nutmeg Butter']"
"Semolina, enriched",100,360,1.1,0.2,0,72.83,3.9,0,"['Semolina', 'Enriched']"
"Spices, anise seed",100,337,16,0.6,0,50.02,14.6,0,"['Spices', 'Anise Seed']"
"Snacks, corn cakes",100,387,2.4,0.4,0,83.40,1.9,23.47,"['Snacks', 'Corn Cakes']"
"Catsup, low sodium",100,101,0.1,0,0,27.40,0.3,21.27,"['Catsup', 'Low Sodium']"
"Croissants, cheese",100,414,21,11,57,47.00,2.6,11.35,"['Croissants', 'Cheese']"
"Milk, fluid, sheep",100,108,7,4.6,27,5.36,0.0,0,"['Milk', 'Fluid', 'Sheep']"
"Acerola juice, raw",100,23,0.3,0.1,0,4.80,0.3,4.50,"['Acerola Juice', 'Raw']"
"Jute, raw, potherb",100,34,0.3,0,0,5.80,0,0,"['Jute', 'Raw', 'Potherb']"
"Fast food, biscuit",100,370,19,12,2,42.82,2.5,3.88,"['Fast Food', 'Biscuit']"
"Bagels, multigrain",100,241,1.2,0,6,47.47,6.2,8.66,"['Bagels', 'Multigrain']"
"Beef, dried, cured",100,153,1.9,1,79,2.76,0.0,2.70,"['Beef', 'Dried', 'Cured']"
"Nuts, almond paste",100,458,28,2.6,0,47.81,4.8,36.25,"['Nuts', 'Almond Paste']"
"Seaweed, raw, kelp",100,43,0.6,0.2,0,9.57,1.3,0.60,"['Seaweed', 'Raw', 'Kelp']"
"Seaweed, raw, agar",100,26,0,0,0,6.75,0.5,0.28,"['Seaweed', 'Raw', 'Agar']"
"Fish oil, menhaden",100,902,100,30,521,0.00,0.0,0,"['Fish Oil', 'Menhaden']"
"Rolls, egg, dinner",100,307,6.4,1.6,50,52.00,3.7,4.30,"['Rolls', 'Egg', 'Dinner']"
"Bread, white wheat",100,238,2.2,0.6,0,43.91,9.2,5.00,"['Bread', 'White Wheat']"
"Onions, raw, sweet",100,32,0.1,0,0,7.55,0.9,5.02,"['Onions', 'Raw', 'Sweet']"
"Onions, raw, welsh",100,34,0.4,0.1,0,6.50,2.4,2.18,"['Onions', 'Raw', 'Welsh']"
"SILK Chai, soymilk",100,53,1.4,0.2,0,7.82,0.0,5.76,"['Silk Chai', 'Soymilk']"
"Rolls, rye, dinner",100,286,3.4,0.6,0,53.10,4.9,1.17,"['Rolls', 'Rye', 'Dinner']"
"Gravy, dry, au jus",100,313,9.6,2,4,47.49,0,0,"['Gravy', 'Dry', 'Au Jus']"
"Cheese, neufchatel",100,253,23,13,74,3.59,0.0,3.19,"['Cheese', 'Neufchatel']"
"Hummus, commercial",100,166,9.6,1.4,0,14.29,6.0,0,"['Hummus', 'Commercial']"
"Croissants, butter",100,406,21,12,67,45.80,2.6,11.26,"['Croissants', 'Butter']"
"Carrot, dehydrated",100,341,1.5,0.3,0,79.57,23.6,38.82,"['Carrot', 'Dehydrated']"
"Vinegar, distilled",100,18,0,0,0,0.04,0.0,0.04,"['Vinegar', 'Distilled']"
"Sapote, raw, mamey",100,124,0.5,0.2,0,32.10,5.4,20.14,"['Sapote', 'Raw', 'Mamey']"
"Soy flour, low-fat",100,372,8.9,1.3,0,30.63,16.0,9.33,"['Soy Flour', 'Low-Fat']"
"Syrups, sugar free",100,52,0,0,0,12.13,0.7,0.01,"['Syrups', 'Sugar Free']"
"Syrups, dark, corn",100,286,0,0,0,77.59,0.0,77.59,"['Syrups', 'Dark', 'Corn']"
"Taco shells, baked",100,476,22,7.1,0,63.49,6.7,1.50,"['Taco Shells', 'Baked']"
"Spices, cumin seed",100,375,22,1.5,0,44.24,10.5,2.25,"['Spices', 'Cumin Seed']"
"Bamboo shoots, raw",100,27,0.3,0.1,0,5.20,2.2,3.00,"['Bamboo Shoots', 'Raw']"
"Fish, raw, lingcod",100,85,1.1,0.2,52,0.00,0.0,0,"['Fish', 'Raw', 'Lingcod']"
"Whey, dried, sweet",100,353,1.1,0.7,6,74.46,0.0,74.46,"['Whey', 'Dried', 'Sweet']"
"Whey, fluid, sweet",100,27,0.4,0.2,2,5.14,0.0,5.14,"['Whey', 'Fluid', 'Sweet']"
"Spices, poppy seed",100,525,42,4.5,0,28.13,19.5,2.99,"['Spices', 'Poppy Seed']"
"Babyfood, pretzels",100,397,2,0.4,0,82.20,2.3,3.08,"['Babyfood', 'Pretzels']"
"Fat, mutton tallow",100,902,100,47,102,0.00,0.0,0.00,"['Fat', 'Mutton Tallow']"
"Coffeecake, cheese",100,339,15,5.4,85,44.30,1.0,0,"['Coffeecake', 'Cheese']"
"Sauce, horseradish",100,503,51,8.2,50,10.05,1.0,8.98,"['Sauce', 'Horseradish']"
"Yardlong bean, raw",100,47,0.4,0.1,0,8.35,0,0,"['Yardlong Bean', 'Raw']"
"Cress, raw, garden",100,32,0.7,0,0,5.50,1.1,4.40,"['Cress', 'Raw', 'Garden']"
"Dates, deglet noor",100,282,0.4,0,0,75.03,8.0,63.35,"['Dates', 'Deglet Noor']"
"Lambsquarters, raw",100,43,0.8,0.1,0,7.30,4.0,0,"['Lambsquarters', 'Raw']"
"Gravy, dry, turkey",100,367,7.2,2,14,65.12,0,0,"['Gravy', 'Dry', 'Turkey']"
Vital wheat gluten,100,370,1.9,0.3,0,13.79,0.6,0.00,['Vital Wheat Gluten']
"Turnip greens, raw",100,32,0.3,0.1,0,7.13,3.2,0.81,"['Turnip Greens', 'Raw']"
"Sugars, granulated",100,387,0,0,0,99.98,0.0,99.80,"['Sugars', 'Granulated']"
"Frankfurter, pork",100,269,24,8.7,66,0.28,0.1,0.00,"['Frankfurter', 'Pork']"
"Pomegranates, raw",100,83,1.2,0.1,0,18.70,4.0,13.67,"['Pomegranates', 'Raw']"
"Pears, raw, asian",100,42,0.2,0,0,10.65,3.6,7.05,"['Pears', 'Raw', 'Asian']"
"Cookies, molasses",100,430,13,3.2,0,73.80,1.0,17.60,"['Cookies', 'Molasses']"
"Cookies, fig bars",100,348,7.3,1.1,0,70.90,4.6,46.36,"['Cookies', 'Fig Bars']"
Liverwurst spread,100,305,25,9.9,118,5.89,2.5,1.65,['Liverwurst Spread']
Roast beef spread,100,223,16,6.4,70,3.73,0.2,0.71,['Roast Beef Spread']
"Chard, raw, swiss",100,19,0.2,0,0,3.74,1.6,1.10,"['Chard', 'Raw', 'Swiss']"
"Goose, raw, liver",100,133,4.3,1.6,515,6.32,0.0,0,"['Goose', 'Raw', 'Liver']"
"TACO BELL, Nachos",100,350,22,2.2,3,34.91,3.2,2.17,"['Taco Bell', 'Nachos']"
"Sausage, meatless",100,255,18,2.9,0,8.09,2.8,0.00,"['Sausage', 'Meatless']"
"Frankfurter, meat",100,290,26,7.7,77,4.17,0.0,0,"['Frankfurter', 'Meat']"
"Rice flour, brown",100,363,2.8,0.6,0,76.48,4.6,0.66,"['Rice Flour', 'Brown']"
"Peppermint, fresh",100,70,0.9,0.2,0,14.89,8.0,0,"['Peppermint', 'Fresh']"
"Vinegar, red wine",100,19,0,0,0,0.27,0.0,0.00,"['Vinegar', 'Red Wine']"
"Vinegar, balsamic",100,88,0,0,0,17.03,0,14.95,"['Vinegar', 'Balsamic']"
"Luxury loaf, pork",100,141,4.8,1.6,36,4.90,0.0,0,"['Luxury Loaf', 'Pork']"
"Rye flour, medium",100,349,1.5,0.2,0,75.43,11.8,1.10,"['Rye Flour', 'Medium']"
"DENNY'S, coleslaw",100,183,15,2.3,23,10.88,1.3,8.16,"[""Denny'S"", 'Coleslaw']"
"Bread, wheat bran",100,248,3.4,0.8,0,47.80,4.0,9.68,"['Bread', 'Wheat Bran']"
"Croissants, apple",100,254,8.7,5,31,37.10,2.5,0,"['Croissants', 'Apple']"
"Candies, Tamarind",100,368,0,0,0,91.96,2.5,78.57,"['Candies', 'Tamarind']"
"Oheloberries, raw",100,28,0.2,0,0,6.84,0,0,"['Oheloberries', 'Raw']"
"PACE, Salsa Verde",100,47,1.6,0,0,6.25,0.0,6.25,"['Pace', 'Salsa Verde']"
Barley malt flour,100,361,1.8,0.4,0,78.30,7.1,0.80,['Barley Malt Flour']
"Rice noodles, dry",100,364,0.6,0.2,0,80.18,1.6,0.12,"['Rice Noodles', 'Dry']"
"Fish oil, sardine",100,902,100,30,710,0.00,0.0,0,"['Fish Oil', 'Sardine']"
"Fish oil, herring",100,902,100,21,766,0.00,0.0,0,"['Fish Oil', 'Herring']"
"Plantains, cooked",100,116,0.2,0.1,0,31.15,2.3,14.00,"['Plantains', 'Cooked']"
"Burdock root, raw",100,72,0.2,0,0,17.34,3.3,2.90,"['Burdock Root', 'Raw']"
"Butterbur, canned",100,3,0.1,0,0,0.38,0,0,"['Butterbur', 'Canned']"
"Ostrich, raw, fan",100,117,2.7,1,73,0.00,0.0,0.00,"['Ostrich', 'Raw', 'Fan']"
"SILK Nog, soymilk",100,74,1.6,0,0,12.30,0.0,9.84,"['Silk Nog', 'Soymilk']"
"Gravy, dry, brown",100,367,9.6,3.3,3,59.38,2.0,0,"['Gravy', 'Dry', 'Brown']"
"Cheese, provolone",100,351,27,17,69,2.14,0.0,0.56,"['Cheese', 'Provolone']"
"Cheese, roquefort",100,369,31,19,90,2.00,0.0,0,"['Cheese', 'Roquefort']"
"Muffins, oat bran",100,270,7.4,1.1,0,48.30,4.6,8.22,"['Muffins', 'Oat Bran']"
"Syrups, grenadine",100,268,0,0,0,66.91,0.0,46.55,"['Syrups', 'Grenadine']"
"Raisins, seedless",100,299,0.5,0.1,0,79.18,3.7,59.19,"['Raisins', 'Seedless']"
"Strawberries, raw",100,32,0.3,0,0,7.68,2.0,4.89,"['Strawberries', 'Raw']"
"Fish, raw, burbot",100,90,0.8,0.2,60,0.00,0.0,0,"['Fish', 'Raw', 'Burbot']"
"Wheat germ, crude",100,360,9.7,1.7,0,51.80,13.2,0,"['Wheat Germ', 'Crude']"
"Wheat, hard white",100,342,1.7,0.3,0,75.90,12.2,0.41,"['Wheat', 'Hard White']"
"Wheat bran, crude",100,216,4.3,0.6,0,64.51,42.8,0.41,"['Wheat Bran', 'Crude']"
"Gooseberries, raw",100,44,0.6,0,0,10.18,4.3,0,"['Gooseberries', 'Raw']"
"Spices, dill seed",100,305,15,0.7,0,55.17,21.1,0,"['Spices', 'Dill Seed']"
"Oil, cocoa butter",100,884,100,60,0,0.00,0.0,0.00,"['Oil', 'Cocoa Butter']"
"APPLEBEE'S, chili",100,157,9.8,4.2,45,4.57,1.4,2.27,"[""Applebee'S"", 'Chili']"
"Grape leaves, raw",100,93,2.1,0.3,0,17.31,11.0,6.30,"['Grape Leaves', 'Raw']"
"Kale, raw, scotch",100,42,0.6,0.1,0,8.32,1.7,0,"['Kale', 'Raw', 'Scotch']"
"Marmalade, orange",100,246,0,0,0,66.30,0.7,60.00,"['Marmalade', 'Orange']"
"Whey, dried, acid",100,339,0.5,0.3,3,73.45,0.0,73.45,"['Whey', 'Dried', 'Acid']"
"Whey, fluid, acid",100,24,0.1,0.1,1,5.12,0.0,5.12,"['Whey', 'Fluid', 'Acid']"
"Eggplant, pickled",100,49,0.7,0.1,0,9.77,2.5,4.80,"['Eggplant', 'Pickled']"
"Babyfood, cookies",100,433,13,2.4,12,67.10,0.2,24.20,"['Babyfood', 'Cookies']"
"Fennel, raw, bulb",100,31,0.2,0.1,0,7.30,3.1,3.93,"['Fennel', 'Raw', 'Bulb']"
"Egg, dried, whole",100,592,44,15,1630,1.13,0.0,0.56,"['Egg', 'Dried', 'Whole']"
"Coffeecake, fruit",100,311,10,2.5,7,51.50,2.5,0,"['Coffeecake', 'Fruit']"
"Candies, caramels",100,382,8.1,2.5,7,77.00,0.0,65.50,"['Candies', 'Caramels']"
"Sour cream, light",100,136,11,6.6,35,7.10,0.0,0.22,"['Sour Cream', 'Light']"
"Egg, dried, white",100,382,0,0,0,7.80,0.0,5.40,"['Egg', 'Dried', 'White']"
"Wild rice, cooked",100,101,0.3,0,0,21.34,1.8,0.73,"['Wild Rice', 'Cooked']"
"Chicken, meatless",100,224,13,1.5,0,3.64,3.6,0.00,"['Chicken', 'Meatless']"
"Corn grain, white",100,365,4.7,0.7,0,74.26,0,0,"['Corn Grain', 'White']"
"Veal, raw, ground",100,197,13,5.1,49,0.00,0.0,0.00,"['Veal', 'Raw', 'Ground']"
"Wheat, soft white",100,340,2,0.4,0,75.36,12.7,0.41,"['Wheat', 'Soft White']"
"Elderberries, raw",100,73,0.5,0,0,18.40,7.0,0,"['Elderberries', 'Raw']"
"Nuts, raw, acorns",100,387,24,3.1,0,40.75,0,0,"['Nuts', 'Raw', 'Acorns']"
"Orange juice, raw",100,45,0.2,0,0,10.40,0.2,8.40,"['Orange Juice', 'Raw']"
"POPEYES, Coleslaw",100,161,11,1.9,7,14.12,1.7,10.83,"['Popeyes', 'Coleslaw']"
"Cabbage, raw, red",100,31,0.2,0,0,7.37,2.1,3.83,"['Cabbage', 'Raw', 'Red']"
"Blackberries, raw",100,43,0.5,0,0,9.61,5.3,4.88,"['Blackberries', 'Raw']"
"Wasabi, raw, root",100,109,0.6,0,0,23.54,7.8,0,"['Wasabi', 'Raw', 'Root']"
"Cheese, limburger",100,327,27,17,90,0.49,0.0,0.49,"['Cheese', 'Limburger']"
"Raspberries, raw",100,52,0.7,0,0,11.94,6.5,4.42,"['Raspberries', 'Raw']"
"Corn bran, crude",100,224,0.9,0.1,0,85.64,79.0,0.00,"['Corn Bran', 'Crude']"
"Bread, rice bran",100,243,4.6,0.7,0,43.50,4.9,4.67,"['Bread', 'Rice Bran']"
"Taro shoots, raw",100,11,0.1,0,0,2.32,0,0,"['Taro Shoots', 'Raw']"
"Sugars, powdered",100,389,0,0,0,99.77,0.0,97.81,"['Sugars', 'Powdered']"
"Emu, raw, ground",100,134,4,1,69,0.00,0.0,0.00,"['Emu', 'Raw', 'Ground']"
"Cookies, fortune",100,378,2.7,0.7,2,84.00,1.6,45.42,"['Cookies', 'Fortune']"
"Fish, raw, cisco",100,98,1.9,0.4,50,0.00,0.0,0,"['Fish', 'Raw', 'Cisco']"
"Couscous, cooked",100,112,0.2,0,0,23.22,1.4,0.10,"['Couscous', 'Cooked']"
"Dill weed, fresh",100,43,1.1,0.1,0,7.02,2.1,0,"['Dill Weed', 'Fresh']"
"Spearmint, dried",100,285,6,1.6,0,52.04,29.8,0,"['Spearmint', 'Dried']"
"Spearmint, fresh",100,44,0.7,0.2,0,8.41,6.8,0,"['Spearmint', 'Fresh']"
Tamales (Navajo),100,153,6.1,2.4,17,18.12,3.1,0.99,['Tamales (Navajo)']
"Rice bran, crude",100,316,21,4.2,0,49.69,21.0,0.90,"['Rice Bran', 'Crude']"
"Rye flour, light",100,357,1.3,0.2,0,76.68,8.0,0.93,"['Rye Flour', 'Light']"
"Spices, bay leaf",100,313,8.4,2.3,0,74.97,26.3,0,"['Spices', 'Bay Leaf']"
"Spices, cardamom",100,311,6.7,0.7,0,68.47,28.0,0,"['Spices', 'Cardamom']"
"Lemon juice, raw",100,22,0.2,0,0,6.90,0.3,2.52,"['Lemon Juice', 'Raw']"
"Ginger root, raw",100,80,0.8,0.2,0,17.77,2.0,1.70,"['Ginger Root', 'Raw']"
"Fish oil, salmon",100,902,100,20,485,0.00,0.0,0,"['Fish Oil', 'Salmon']"
"Fish, tuna salad",100,187,9.3,1.5,13,9.41,0.0,0,"['Fish', 'Tuna Salad']"
"Orange peel, raw",100,97,0.2,0,0,25.00,10.6,0,"['Orange Peel', 'Raw']"
"Blueberries, raw",100,57,0.3,0,0,14.49,2.4,9.96,"['Blueberries', 'Raw']"
"Cheese, muenster",100,368,30,19,96,1.12,0.0,1.12,"['Cheese', 'Muenster']"
"Beet greens, raw",100,22,0.1,0,0,4.33,3.7,0.50,"['Beet Greens', 'Raw']"
"Cheese, cheshire",100,387,31,19,103,4.78,0.0,0,"['Cheese', 'Cheshire']"
"Bagels, oat bran",100,255,1.2,0.2,0,53.30,3.6,1.63,"['Bagels', 'Oat Bran']"
"Fat, beef tallow",100,902,100,50,109,0.00,0.0,0.00,"['Fat', 'Beef Tallow']"
"Clementines, raw",100,47,0.2,0,0,12.02,1.7,9.18,"['Clementines', 'Raw']"
"Peas, raw, green",100,81,0.4,0.1,0,14.45,5.7,5.67,"['Peas', 'Raw', 'Green']"
"Oat bran, cooked",100,40,0.9,0.2,0,11.44,2.6,0,"['Oat Bran', 'Cooked']"
"Pears, bosc, raw",100,67,0.1,0,0,16.10,3.1,10.23,"['Pears', 'Bosc', 'Raw']"
"Sugar, turbinado",100,399,0,0,0,99.80,0,99.19,"['Sugar', 'Turbinado']"
"Headcheese, pork",100,157,11,3.4,69,0.00,0.0,0.00,"['Headcheese', 'Pork']"
Ham salad spread,100,216,16,5,37,10.64,0.0,0.00,['Ham Salad Spread']
"Olive loaf, pork",100,235,17,5.9,38,9.20,0.0,0.00,"['Olive Loaf', 'Pork']"
"Pastrami, turkey",100,139,6.2,1.4,68,3.34,0.1,3.34,"['Pastrami', 'Turkey']"
"Cranberries, raw",100,46,0.1,0,0,11.97,3.6,4.27,"['Cranberries', 'Raw']"
"POPEYES, biscuit",100,401,24,12,2,40.95,3.8,3.46,"['Popeyes', 'Biscuit']"
"Egg, dried, yolk",100,669,59,20,2307,0.66,0.0,0.23,"['Egg', 'Dried', 'Yolk']"
"Quinoa, uncooked",100,368,6.1,0.7,0,64.16,7.0,0,"['Quinoa', 'Uncooked']"
"Emu, raw, oyster",100,141,4.9,1.2,81,0.00,0.0,0.00,"['Emu', 'Raw', 'Oyster']"
"Rose-apples, raw",100,25,0.3,0,0,5.70,0,0,"['Rose-Apples', 'Raw']"
"Cheese, monterey",100,373,30,19,89,0.68,0.0,0.50,"['Cheese', 'Monterey']"
"Fish, raw, scup",100,105,2.7,0.6,52,0.00,0.0,0.00,"['Fish', 'Raw', 'Scup']"
"Cheese, cheddar",100,404,33,19,99,3.09,0.0,0.48,"['Cheese', 'Cheddar']"
"Cheese, caraway",100,376,29,19,93,3.06,0.0,0,"['Cheese', 'Caraway']"
"Oil, wheat germ",100,884,100,19,0,0.00,0.0,0.00,"['Oil', 'Wheat Germ']"
"Bread, oat bran",100,236,4.4,0.7,0,39.80,4.5,7.70,"['Bread', 'Oat Bran']"
"Watermelon, raw",100,30,0.2,0,0,7.55,0.4,6.20,"['Watermelon', 'Raw']"
Potato pancakes,100,268,15,2.5,95,27.81,3.3,1.79,['Potato Pancakes']
Spinach souffle,100,172,13,6.1,118,5.90,0.7,1.85,['Spinach Souffle']
"Bacon, meatless",100,309,30,4.6,0,5.31,2.6,0.00,"['Bacon', 'Meatless']"
"Rosemary, fresh",100,131,5.9,2.8,0,20.70,14.1,0,"['Rosemary', 'Fresh']"
"Syrups, sorghum",100,290,0,0,0,74.90,0.0,74.90,"['Syrups', 'Sorghum']"
"Rye flour, dark",100,325,2.2,0.3,0,68.63,23.8,2.31,"['Rye Flour', 'Dark']"
"Oil, tomatoseed",100,884,100,20,0,0.00,0.0,0.00,"['Oil', 'Tomatoseed']"
"Croutons, plain",100,407,6.6,1.5,0,73.50,5.1,0,"['Croutons', 'Plain']"
"Lemon peel, raw",100,47,0.3,0,0,16.00,10.6,4.17,"['Lemon Peel', 'Raw']"
"Spices, paprika",100,282,13,2.1,0,53.99,34.9,10.34,"['Spices', 'Paprika']"
"Nectarines, raw",100,44,0.3,0,0,10.55,1.7,7.89,"['Nectarines', 'Raw']"
"Mulberries, raw",100,43,0.4,0,0,9.80,1.7,8.10,"['Mulberries', 'Raw']"
"Lotus root, raw",100,74,0.1,0,0,17.23,4.9,0,"['Lotus Root', 'Raw']"
"Sauce, barbecue",100,172,0.6,0,0,40.77,0.9,33.24,"['Sauce', 'Barbecue']"
"Fish, raw, spot",100,123,4.9,1.5,60,0.00,0.0,0,"['Fish', 'Raw', 'Spot']"
"Crabapples, raw",100,76,0.3,0,0,19.95,0,0,"['Crabapples', 'Raw']"
"Breadfruit, raw",100,103,0.2,0,0,27.12,4.9,11.00,"['Breadfruit', 'Raw']"
Arrowroot flour,100,357,0.1,0,0,88.15,3.4,0,['Arrowroot Flour']
"Pimento, canned",100,23,0.3,0,0,5.10,1.9,2.71,"['Pimento', 'Canned']"
"Tomatillos, raw",100,32,1,0.1,0,5.84,1.9,3.93,"['Tomatillos', 'Raw']"
"Raisins, seeded",100,296,0.5,0.2,0,78.47,6.8,0,"['Raisins', 'Seeded']"
"Bologna, turkey",100,209,16,4.4,75,4.68,0.5,2.90,"['Bologna', 'Turkey']"
Vanilla extract,100,288,0.1,0,0,12.65,0.0,12.65,['Vanilla Extract']
"Fish, raw, carp",100,127,5.6,1.1,66,0.00,0.0,0.00,"['Fish', 'Raw', 'Carp']"
"Wheat, sprouted",100,198,1.3,0.2,0,42.53,1.1,0,"['Wheat', 'Sprouted']"
"Fish, raw, cusk",100,87,0.7,0.1,41,0.00,0.0,0,"['Fish', 'Raw', 'Cusk']"
"Watercress, raw",100,11,0.1,0,0,1.29,0.5,0.20,"['Watercress', 'Raw']"
"Fish, raw, ling",100,87,0.6,0.1,40,0.00,0.0,0,"['Fish', 'Raw', 'Ling']"
"Bread, cinnamon",100,253,5.3,0,0,44.38,3.5,14.11,"['Bread', 'Cinnamon']"
"Spices, saffron",100,310,5.9,1.6,0,65.37,3.9,0,"['Spices', 'Saffron']"
"Lime juice, raw",100,25,0.1,0,0,8.42,0.4,1.69,"['Lime Juice', 'Raw']"
"Spelt, uncooked",100,338,2.4,0.4,0,70.19,10.7,6.82,"['Spelt', 'Uncooked']"
"Cabbage, kimchi",100,15,0.5,0.1,0,2.40,1.6,1.06,"['Cabbage', 'Kimchi']"
"Seeds, flaxseed",100,534,42,3.7,0,28.88,27.3,1.55,"['Seeds', 'Flaxseed']"
"Cheese, gruyere",100,413,32,19,110,0.36,0.0,0.36,"['Cheese', 'Gruyere']"
"Cheese, gjetost",100,466,30,19,94,42.65,0.0,0,"['Cheese', 'Gjetost']"
"Cheese, fontina",100,389,31,19,116,1.55,0.0,1.55,"['Cheese', 'Fontina']"
"Butter, salted",100,717,81,51,215,0.06,0.0,0.06,"['Butter', 'Salted']"
"Oil, rice bran",100,884,100,20,0,0.00,0.0,0.00,"['Oil', 'Rice Bran']"
"Crackers, milk",100,446,14,2.9,11,71.73,3.4,10.32,"['Crackers', 'Milk']"
"Dates, medjool",100,277,0.2,0,0,74.97,6.7,66.47,"['Dates', 'Medjool']"
"Arrowroot, raw",100,65,0.2,0,0,13.39,1.3,0,"['Arrowroot', 'Raw']"
"Bread, oatmeal",100,269,4.4,0.7,0,48.50,4.0,8.14,"['Bread', 'Oatmeal']"
"Bread, italian",100,271,3.5,0,0,50.10,3.2,3.17,"['Bread', 'Italian']"
"Tamarinds, raw",100,239,0.6,0.3,0,62.50,5.1,38.80,"['Tamarinds', 'Raw']"
"Millet, puffed",100,354,3.4,0.7,0,80.00,2.7,0.55,"['Millet', 'Puffed']"
"Vinegar, cider",100,21,0,0,0,0.93,0.0,0.40,"['Vinegar', 'Cider']"
"Scrapple, pork",100,213,14,4.7,49,14.06,0.3,0.20,"['Scrapple', 'Pork']"
"Oil, poppyseed",100,884,100,14,0,0.00,0.0,0.00,"['Oil', 'Poppyseed']"
"Oil, grapeseed",100,884,100,9.6,0,0.00,0.0,0.00,"['Oil', 'Grapeseed']"
"Longans, dried",100,286,0.4,0,0,74.00,0,0,"['Longans', 'Dried']"
"Pectin, liquid",100,11,0,0,0,2.10,2.1,0.00,"['Pectin', 'Liquid']"
"Pretzels, soft",100,338,3.1,0.7,0,69.39,1.7,0.25,"['Pretzels', 'Soft']"
"Quinoa, cooked",100,120,1.9,0.2,0,21.30,2.8,0.87,"['Quinoa', 'Cooked']"
"Plantains, raw",100,122,0.4,0.1,0,31.89,2.3,15.00,"['Plantains', 'Raw']"
"Parsley, fresh",100,36,0.8,0.1,0,6.33,3.3,0.85,"['Parsley', 'Fresh']"
